title,genre,synopsis
Across the Universe,"Drama, Fantasy, History",The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.
Iris Warriors,"Family, Fantasy, Musical","The Iris Warriors have brought light and beauty to the world, but when their bitter mother, Darkness, threatens to destroy them, they must find a way to work together to defeat her and bring colour back to their universe."
Sherlock Gnomes,"Animation, Adventure, Comedy","Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments."
Gentlemen Prefer Blondes,"Comedy, Musical, Romance","Showgirls Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the suspicious father of Lorelei's fiancé, as well as a rich, enamored old man and many other doting admirers."
The Sky's the Limit,"Comedy, Musical, Romance","Flying Tiger Fred Atwell sneaks away from his famous squadron's personal appearance tour and goes incognito for several days of leave. He quickly falls for photographer Joan Manion, ...                See full summary »"
The Wiz,"Adventure, Family, Fantasy","An adaptation of ""The Wizard of Oz"" that tries to capture the essence of the African-American experience."
The Hard Way,"Drama, Musical, Romance","Embittered, ambitious Helen Chernen sees an opportunity to escape her drab small-town life by becoming a 'stage mother' to her musically-talented younger sister."
Nine,"Drama, Musical, Romance","Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother."
Tommy,"Drama, Musical","A psychosomatically blind, deaf, and mute boy becomes a master pinball player and, subsequently, the figurehead of a cult."
The Prom,"Comedy, Drama, Musical",A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.
Everybody's Talking About Jamie,"Biography, Comedy, Drama","Feature film adaptation of the musical about a teenager from Sheffield, England who wants to be a drag queen."
FernGully: The Last Rainforest,"Animation, Adventure, Family","The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus."
Centurion,"Action, Drama, History",A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.
The Last Full Measure,"Drama, War","Thirty-four years after his death, Airman William H. ""Pits"" Pitsenbarger is awarded the nation's highest military honor for his actions on the battlefield."
A Hidden Life,"Biography, Drama, Romance","The Austrian Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II."
The Exception,"Drama, Romance, War","A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation."
Legend of the Guardians: The Owls of Ga'Hoole,"Animation, Action, Adventure","When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace."
Mudbound,"Drama, War","Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war."
Dracula Untold,"Action, Drama, Fantasy","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom."
Anthropoid,"Action, Biography, Drama","Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler."
Napoleon,"Action, Biography, Drama","The film is an original and personal look at Napoleon Bonaparte's origins and his swift, ruthless climb to emperor, viewed through the prism of his addictive and often volatile relationship with his wife and one true love, Josephine."
The Beguiled,"Drama, Thriller, War",The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.
War Horse,"Action, Adventure, Drama",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.
"Good Morning, Vietnam","Biography, Comedy, Drama","In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam."
Freaks Out,"Adventure, Drama, Fantasy","Rome, 1943: Matilde, Cencio, Fulvio and Mario are the main attractions of the ""Mezza Piotta Circus"" run by Israel, meanwhile someone start looking for the four freaks with a plan that could change the fate of the whole world."
"Se, jie","Drama, History, Romance","During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee."
Defiance,"Action, Drama, History","Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants."
Overlord,"Action, Horror, Sci-Fi",A small group of American soldiers find horror behind enemy lines on the eve of D-Day.
From Here to Eternity,"Drama, Romance, War","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair."
"Quo vadis, Aida?","Drama, History, War","Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
Jarhead,"Biography, Drama, War","A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home."
Tolkien,"Biography, Drama, Romance","The formative years of the orphaned author J.R.R. Tolkien as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school."
The Dirty Dozen,"Action, Adventure, War","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
The Diary of Anne Frank,"Biography, Drama, Family","During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands."
Dear John,"Drama, Mystery, Romance",A romantic drama about a soldier who falls for a conservative college student while he's home on leave.
Persian Lessons,"Drama, War",A young Jewish man pretends to be Iranian to avoid being executed in a concentration camp.
